Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Idle Mean,Attack_Label
1397025,1,24,2451,1380,696.4024595659398,343.25226126814584,310.6837440552768,1437.150792481756,465.7478252360232,876.8010878061102,8686.93894898852,690.9178219410328,29200,8192,3,22,60979.25772911562,14288.060121764778,0
1471485,46,22,1735,973,467.56073760677054,416.8023697358881,983.115472404019,612.4255225174406,73.89925918676995,877.1745861908715,637.2332668871827,799.2838076676499,29200,29200,0,22,52341.38271181128,148764.95407702646,0
990436,15,23,2993,339,62.387282904079285,125.72953163850828,281.39480552001896,1314.240333130483,316.568046672463,184.30636567728104,8459.61952695956,493.32627679654684,65535,29200,7,14,78343.5469166571,112202.89060598645,1
1308371,9,37,436,2644,491.4863737463317,305.1547263672777,210.63035277052674,292.1407792441909,296.88418219077425,272.2581215628419,6074.783945031181,165.2378902104009,8192,8192,1,39,2888.817227196183,114434.3754575313,0
487232,15,27,1868,756,820.7218496698082,293.0121979110341,447.73257264871694,826.3275078494574,61.24843800178425,85.62938362735264,3804.444517659612,414.68770964943155,65535,8192,7,35,78084.73448187375,57302.2571799406,0
918040,49,20,2375,1045,832.0514343097507,185.4991676254717,66.27216500526458,45.70246383516203,163.66354284063726,780.6836565160332,565.1462438806232,786.2939288416983,65535,8192,2,21,52087.70457581069,162979.2580505947,1
1549762,24,42,2716,2338,541.2727925535642,243.54271340943777,978.7095200250728,1148.6885209250397,281.9277707531176,79.11813847070633,6776.737747680467,412.85927061707287,8192,8192,7,34,37052.93327797115,654.1850662500348,0
157730,4,17,1737,2353,676.4811068163749,157.57728950955863,592.5492208522605,875.5617083869548,94.40212588525664,561.1287141126447,3282.0175053761745,696.5307936042224,65535,29200,5,10,96538.29763588241,66720.23583283841,0
1920486,12,35,1410,2681,1448.621698169802,71.78035441087562,561.3825707475335,942.1284793699315,400.5112045499949,255.39681660071125,4677.762649860348,507.21368167808976,29200,8192,0,27,16011.954723605304,131899.49809177354,0
1434257,37,34,3092,2672,572.2492310731643,107.68680412070368,659.2383171007227,87.06411500643365,486.1060982578402,251.0111776884573,6817.284370551343,241.2231251093967,65535,0,6,35,54132.511909110646,181584.5074833842,0
1199079,37,44,1087,938,394.75795175737466,53.651309554199344,502.0534112994346,324.4471120108369,108.16494058127356,990.8178046951291,9117.745470241429,796.1505080230743,8192,29200,6,30,32098.147359247843,46923.191385046615,0
655811,43,8,2806,847,372.76589565947256,341.85171801987195,41.742881923596165,120.75299980683444,94.26907043049738,759.2120089087521,8254.369156049985,84.21345407068704,29200,29200,5,30,52748.63787953358,108220.0103454836,1
528035,6,37,1886,441,692.0692729291599,330.7029691614666,616.1881759519928,440.48233054767957,228.01260082692488,838.5699647081397,4505.971291035999,524.8902827551506,29200,0,0,31,55227.54525804121,107598.28410666421,0
649143,39,29,1141,2550,1141.6850215882466,475.3525794183565,719.0121381868663,944.884121446405,374.134873292876,576.2628584905725,3877.8315744637894,208.89103424340493,65535,8192,4,39,8944.824842484577,174834.87380873997,0
1501942,46,43,3811,129,316.9223944408251,365.1095284099734,422.5815700178126,853.6171166328891,141.51870450739045,872.3041445198118,2397.7973884404746,67.06562854137566,29200,8192,0,33,66113.51469183498,10103.37791196847,1
66725,24,33,1308,596,1066.8512294397444,26.97087353930959,759.722616350481,922.1032342039515,10.92007443994292,649.0356337746894,3724.2675117596823,502.93393708324885,8192,8192,0,37,63448.14959190118,84895.11221414145,0
1179557,11,31,3891,1958,41.513236790630266,442.23834179054813,234.7312863450364,828.3843943530625,271.0690933884141,946.7119677483819,1110.463872918983,499.56215593492357,65535,8192,5,26,76946.7274634464,36493.13495838631,1
85654,13,2,1826,1505,634.2101371960796,431.4749063099172,229.06382515552218,416.81290555703043,478.3436833158865,288.5252001851804,9711.055083647545,706.9009016757209,29200,8192,7,19,9065.8493659171,4306.52005971961,0
954277,34,2,2207,861,1166.0389471521523,222.21684006557663,169.8028178106982,374.3161710431936,196.24715084806584,599.366350325066,5739.1744395957885,744.7506930519049,8192,0,0,37,29725.854690368782,29406.188104096564,0
1955354,25,27,1524,2640,514.7121041039028,293.34566221343283,378.27481219127026,214.2189284695061,210.6471425373671,693.2300344575232,1278.058427952129,727.7914886928968,65535,8192,1,18,65011.05997281012,195294.13456963983,0
592723,7,43,3328,998,849.9682811536452,488.0630879037869,848.5419150351927,1275.1156036062032,484.4819568399049,399.0079319775286,3528.060092659058,409.55873291675505,8192,0,4,29,13673.082591560848,42969.70190405358,0
320030,4,14,3041,2372,315.4190569106071,266.61987756023495,829.6329415275736,928.5542442264542,347.60919820173746,880.9109025800127,5470.39143620656,631.6897872265625,29200,0,7,17,67759.82107884422,187006.15466716,0
1378523,8,40,1036,2495,1115.5731327779968,452.7555923596688,388.9959658838688,287.90140863104904,359.86678949822044,980.0051314731129,5328.856366408696,576.9452426439603,65535,0,3,37,5902.671082042299,41050.86852618834,0
556839,20,22,972,1551,87.89586387045183,42.43634014728303,593.2275486204342,274.0419759336469,281.78830068016276,498.83179645893495,355.03368718632356,421.5617561169196,65535,8192,4,24,33493.15529596277,186259.0454768969,0
1952224,29,39,2971,2866,1280.2885408644954,96.33488248563275,723.6081533101665,1310.8230462739436,487.32999622075755,396.7342482562957,9508.410342291114,597.2126941859932,29200,8192,9,22,84671.11223325192,130924.18704006288,0
274538,45,10,91,1640,305.3126157682855,220.93671677721758,248.79470688174274,1116.6689870073458,344.7443757283525,477.2185492708941,2753.756814749446,947.2478767062626,8192,29200,4,37,77429.12903811602,22643.71550038535,0
332236,46,47,1710,1511,1312.8530672454128,292.79364736031505,176.45967503579962,992.5046290590034,447.6213430509796,854.2093782746123,161.8466893189119,192.89374368137734,29200,29200,2,30,64476.071522708786,116383.03102531555,0
529178,10,31,3281,1736,535.2685695377709,408.2976980795373,972.3750332801878,616.2275202335567,349.99005400087736,649.013741262986,764.4400895028247,905.7720957855263,65535,0,5,26,87045.84166251011,63702.807508055725,0
566894,43,35,1311,2756,1086.7985259669852,494.14279545645024,621.3817400775223,400.3435907749911,367.8227965953576,54.32464879291412,5801.94903247977,53.455513983198365,65535,29200,4,39,70926.95441722004,76630.63119561404,0
490492,34,32,1364,1449,485.64569370142084,195.0368967405841,981.6015646153272,1469.3816370381073,145.915050148981,546.7482113412577,1377.8552067509686,308.38921290166064,29200,0,1,18,51937.5105210803,88034.19156699462,0
1306416,26,23,2174,1857,1359.8083901396249,24.66040243390238,344.3784272609068,1197.8869667839722,152.4358703088957,27.127121513560116,417.24792853503277,288.14524861152825,8192,29200,9,33,97971.75003857867,84541.4045060669,0
474254,41,38,3323,264,198.6893170223778,400.7845801443671,706.0013829743901,459.651042473052,391.70934013843856,780.7500172933713,3796.2646641271135,626.3651078809057,29200,8192,3,30,69485.60797893195,132821.7780966058,0
350457,49,33,3133,2659,275.99448601617206,302.58597882232124,230.37760017582534,1272.871546454957,149.0564382957799,335.0291508070391,6227.611923401885,131.22495177729033,8192,8192,3,39,60136.71768130031,153673.61371815263,0
666987,3,27,3793,2879,744.6148864866154,100.07288657523263,268.5881695611738,1140.8086034358755,281.8222653299643,477.28740729615606,1118.3980484161239,882.3476118397538,8192,0,6,20,40887.05609535646,65835.53784022426,0
1320512,6,36,902,2721,132.08827416683772,247.91939985408865,516.7831000569278,452.6500193182176,125.42680314244427,800.6913248485557,3133.2783215131553,828.5514084650413,65535,0,6,39,90241.24985790503,184872.79233713797,0
1289507,5,6,158,1462,302.01047520562526,371.4128125213285,326.4219442529905,645.5637528200432,408.67470702372566,55.98432911290394,4177.606716245422,652.0658196852778,8192,8192,8,13,29570.90956049928,187693.2628037753,1
1289205,5,3,2682,156,1416.2119094959014,385.4354817472532,175.94534820217862,287.0706336326297,56.140174262617315,166.95612023569433,1594.6009778676716,458.41383179219775,65535,8192,9,33,921.9594210902682,8138.08743022868,0
1254617,47,36,3774,1445,1464.969595110352,250.30958758738223,270.2518949694327,175.46814212338293,414.89387324107054,403.9807726806637,5060.738984667101,932.9560421420784,8192,8192,1,34,19674.052243235994,2981.7577766036998,0
699361,23,0,2930,2298,570.6264007023287,153.30205053430072,45.390910521205996,1086.9154289311482,301.7621704532933,237.62591191010497,852.1408690177091,830.7465547205559,8192,29200,5,16,10951.749194235916,85013.2660302122,0
1781488,49,0,2340,2925,1385.6961713107642,486.8975484372083,707.3793852627117,408.59266745726126,94.26785787871157,344.5224115173125,465.1849634506866,499.3151480812449,65535,29200,1,29,31899.377417307205,118129.0501975317,1
1466689,9,46,1524,1632,821.7887667534133,332.01794286728995,497.195490515003,1231.888454961918,271.47565736755297,998.1929905135404,5198.353671551348,701.8733544543112,8192,29200,8,32,82587.8677458455,55580.94949041232,0
69148,35,19,2483,2577,411.9162741519129,204.71052215380305,103.30063574048036,1493.4569801564949,141.96691958682288,827.1602931980726,2478.9697275087565,566.9299521796845,29200,29200,1,31,65152.968536500746,51882.75021715487,0
1826665,20,18,2573,2374,1056.574094410092,140.95114887812156,179.9770531972063,124.16352275517652,162.4102000305178,885.0627968105075,953.7380789802752,587.9422383882645,8192,0,5,36,16898.058923371253,135666.76594183812,0
649531,49,28,752,894,991.7636917965373,365.8203885187775,111.50919273151757,714.8223363747134,176.41249275684328,937.6840872301176,4239.125874876323,330.97606943747127,65535,0,7,37,78882.17210923386,120340.85693111396,1
1301571,42,9,1768,2144,1483.7967254720127,121.84953935129008,616.4668801931177,1205.0732133730965,32.59630423918815,347.52652151105366,9151.407395173946,462.08460462489677,65535,29200,5,12,50421.98660994027,33429.37499862193,0
907606,35,17,3944,512,404.9204582398321,86.68328449787039,103.26825997636885,1185.536835846438,492.99488051630726,304.10618821850795,7241.924466541549,78.12143078974421,29200,0,2,19,51271.46241182969,176900.19265303176,0
679843,18,27,443,215,1011.3686589659858,265.3871105920731,756.739509704864,1142.3957659131431,16.735779437480822,241.72186764635416,8156.159153470276,357.3486916645925,8192,29200,4,12,36211.21809808733,135995.21403221396,0
1960366,17,34,3498,2172,87.51539499387587,145.7037089294268,30.305810127187264,530.0024535998473,331.58593971895493,831.8157421950414,8719.139887586365,695.828515362152,29200,29200,3,10,86461.63648220235,72515.24983380166,0
573843,24,42,1611,1706,179.33259765811192,314.8236673168839,256.88203011593316,686.2413509707279,186.24259623095784,682.756343662333,9726.27741396419,953.2160305061863,8192,8192,0,23,31832.730385579267,136724.93799823,0
257508,3,46,409,2106,15.838378677128961,59.85139876224251,891.7600091329881,896.5028524387907,323.3591351824028,243.81026265804852,7632.46573514173,963.0641127630203,29200,29200,4,22,9413.976066968866,22530.617353563186,0
804591,32,30,361,1567,1499.1964147789129,327.8156111790935,721.3460049410236,1461.1714695241533,178.76787829070432,383.2238909183503,6084.079219394796,555.7228691248916,65535,0,9,14,30272.89939719451,93651.22491481122,1
897942,35,26,965,2208,1205.387808749742,142.3649674708534,82.23864959643085,498.04543369835443,337.2015724831705,511.64464629347026,3654.258803022472,606.622251809582,65535,29200,4,17,71535.35462678857,33796.881911911856,0
107530,38,10,633,2331,1182.2172919529758,1.121224282821853,822.9148434403279,1385.484392698118,364.888519224712,532.8586567010161,1816.432365577161,185.7211855009675,29200,8192,6,21,65758.18868033288,8286.249225687325,1
605365,13,48,512,2153,769.4918521793877,64.34109277941401,498.10477032480276,411.34180808893626,345.5857675594228,889.8404512661975,6866.5987398329435,695.3081080935307,8192,0,6,15,18801.715355357785,67665.25405765996,0
1871928,47,48,211,1128,457.0999535291055,466.87407353971196,848.3151968971409,1483.7209535558197,57.867028697717984,386.76047161774414,9949.499861219418,70.65879267438623,8192,8192,1,33,11178.429910494204,30147.09669615665,1
461337,25,37,518,227,235.38378384938713,433.80996491856354,604.7323767058895,1008.6928933731117,328.7897240926876,909.4387901955072,4673.5868461891905,284.6856857994445,65535,29200,3,32,66086.57584017463,126703.59139076495,1
1774415,9,4,841,2365,434.16536088123087,117.57090698608218,685.0147017125302,700.6321057342409,140.71378717759455,446.95388471659174,7236.793680928076,668.3633472854423,8192,29200,0,11,67637.68356549123,134813.57880354207,0
806889,4,7,1755,1487,570.1971206744173,389.4075803682001,993.5665447917511,923.9517378147713,15.371883914097426,748.9089480444303,4950.9244999315615,310.3101315434893,29200,29200,4,33,36614.96372105707,29738.46124532067,0
1509349,14,33,1276,801,1136.902044500638,304.6772249938131,240.012190464778,416.07144186990814,208.00050527258801,930.9517767852054,4319.334233634766,49.84687411445432,29200,29200,4,13,84280.13835290798,4922.6011206852545,0
209261,37,47,1988,1622,814.096065465697,485.48145101348484,627.7061190137745,418.5190476920853,217.3380082990967,908.4999469236337,4103.056135599151,831.8704093509638,8192,0,3,36,97820.52037999168,158562.11232703208,0
1814045,34,11,246,1905,125.4506035676692,187.4292241074955,465.71817615682437,179.19627032680583,234.11989254287082,66.38333862272435,5046.246829316976,310.33000713456306,65535,29200,9,14,20564.522344939538,411.4041457124573,0
1390673,11,37,1414,2921,36.86322334877924,341.04884564606846,49.05743339346452,179.93494358104417,352.7072585299674,213.64725202680413,3668.9566186537504,63.10522485867842,65535,8192,6,20,57706.87157060284,68782.61783675774,1
1364715,41,0,2206,471,162.4749475057541,32.70432548953538,24.325935087836385,528.0308947886779,155.11306076208712,482.13637127695233,7487.733218218078,74.78816450286519,65535,0,5,22,534.6329003939165,98916.65960913396,0
1221405,3,30,2923,1079,621.6430834090952,198.72742606138655,128.0362920396801,1146.6546620655938,158.32497603885736,437.2387470535762,8742.720265915166,251.75879878875364,65535,0,9,17,71305.43960262874,163728.43770768656,0
272836,28,3,836,2672,1400.4574464030372,481.94501293290205,652.6008231331626,915.8770397212621,31.215575864389038,644.482748188835,8828.853066451842,178.01594722152626,65535,0,2,30,41428.211356331776,167711.72854922814,0
1488550,29,48,3240,2060,959.7296970017402,269.95145635061016,571.4914570342582,162.850994893221,343.7237867801557,945.2619603171581,2276.987134258259,774.3001177801508,29200,8192,1,14,19326.922690316485,144987.8881220911,0
990913,9,44,3206,1041,1204.7205908145174,144.65187216408745,557.8952655520901,1279.8324222141073,284.34521960839237,121.28066416516933,8959.091387314907,321.6840466670344,8192,8192,3,15,75222.19217643762,49439.52450797957,0
203283,3,49,1493,2741,704.8981458117773,61.01521060117482,41.53819490297748,906.037764215199,175.36313123420024,457.34007848289804,3415.5123185510506,804.6957850398326,29200,8192,8,24,81064.87975560807,144037.38686383417,1
197769,25,4,1106,2160,548.8824639606138,352.06064175058367,474.609966396407,1441.6748094093218,352.88930047976,200.4869275082679,3093.0766548529764,173.8459978231528,65535,8192,9,32,11116.65011759373,49307.83957538834,0
562353,34,29,123,228,171.51655534776788,322.78316567143366,925.3765896641032,1008.5763464426992,269.1415168642117,895.166522413968,7267.560573982359,492.8791795440838,65535,29200,4,34,4099.5761838033995,42921.63834634033,1
1272741,12,23,1894,170,1315.1402030574454,187.59541808828354,403.61595061754014,271.0105469192297,235.15322798939928,964.9343839436364,3046.963400862894,688.0371335531288,8192,29200,0,25,33407.844166911724,109425.59084610648,0
1673163,42,2,890,294,1176.9084432515751,475.5197345810513,628.6732450905718,715.9372098386551,256.1509472869021,483.9146650714466,529.6640560971011,651.9908538658549,8192,8192,2,39,62599.04657610356,135770.8887668125,0
1047797,9,10,687,188,260.49596542061045,12.079203680937308,782.0204888669122,976.2614203453342,318.5377145082612,112.97019475085933,3736.17772310308,601.1294099302687,8192,8192,8,20,79341.95271886331,10610.353182336119,0
951110,15,44,2062,425,773.2682401756282,152.55820196428107,786.0860263504687,52.11440456446676,330.34129968272515,787.4417200554465,7214.656003583489,924.8216019311698,29200,29200,6,16,54606.24966304577,12004.520224921689,0
1585398,40,3,292,976,736.1884638026548,460.6136736634911,524.0872815713186,32.21629359066377,145.18995175121788,700.169936987475,3269.584202701765,228.52514770674438,8192,29200,2,15,58074.877630698065,156834.13736335796,0
488879,25,25,1049,1102,941.3864135029277,161.14678372140074,859.372425948313,202.81047089186617,71.23093833218546,361.1241183442074,6295.590559951465,493.7192044621054,29200,8192,0,21,79985.82217528911,171899.45019309595,0
565685,5,26,3238,2705,1419.8184720469792,126.87416409373003,397.4643124301095,384.98000821775145,79.16045641406886,888.5333992292739,6601.194442631304,883.9925500724088,65535,0,3,35,52884.337421875935,120888.1832683788,1
783038,11,45,2251,918,873.8594482260946,267.5759845556924,889.8062826369504,650.0281940458066,320.05605206559784,976.0735708848802,7337.360117263562,77.89376559515703,29200,0,8,13,61115.449022630055,85765.60194137719,0
1403107,34,42,1071,498,814.9237275001417,412.07707321034843,247.82489473158986,736.2863059020847,436.56376959779584,562.2753106388934,8971.304663109364,55.888268253075246,8192,8192,6,23,51621.73399765593,169063.29591983717,0
1312736,24,26,1593,1821,84.98117007264928,52.470233678302165,287.41424292066534,215.6611373174662,205.33864289443034,570.0706322308495,4325.644992684314,233.3022875582914,29200,0,4,20,88045.8233367704,145763.40655506603,0
1008293,15,41,3210,2809,103.73213926685565,471.56733411322233,62.58941795701109,1013.3534528825879,85.59056000440172,304.53837006264007,1664.3207666245708,633.0212195380185,29200,29200,5,35,23551.661858508887,115918.83968625372,0
580879,38,49,312,865,289.1467190769154,397.74136770940083,797.62601817686,898.2457119278369,378.54464664863343,588.660975623481,3189.257154318894,259.8796264498069,29200,0,0,21,26399.358454050936,63951.424389752676,0
1270460,8,5,3462,825,58.38144982070494,91.44387752022442,422.8846838703785,448.7515072733287,416.41224773530485,445.24589731959804,4321.672551739859,190.23988380879896,8192,8192,6,11,12796.146160182576,39599.01233136325,0
24247,5,14,3335,1858,1117.5958143993184,356.2919726378832,236.82544777228506,30.353226318585094,440.41063911736234,309.1691166587714,7138.914693281131,458.8023153582921,29200,0,4,20,81946.67514944218,83734.60785430313,1
1073876,48,29,3671,2118,1087.7621529510052,193.094402596141,239.47237484041386,125.6953938764032,303.80888302795285,76.5133445586623,131.22125561633501,613.5980687694115,8192,0,6,22,41177.72905623574,57364.51519204231,0
1516857,26,41,3817,2295,212.72378930314798,201.74504436008303,902.3859418169409,593.6252155111507,430.50355113465423,260.1807811120336,3157.8538343987893,248.5577070167404,29200,0,4,20,34789.39408812438,67851.71754689219,0
608086,18,36,3309,145,1255.7575621849685,391.86175612699435,835.5774344564265,239.42178323686903,8.69206426575543,205.87610318088778,7798.425810193168,300.6911867237421,29200,29200,4,18,98134.87170871563,103126.2110624065,0
534556,6,36,2244,1641,240.63119192070684,481.42961918238535,557.9955765036115,571.4612131604765,54.51066508299223,546.6215647084094,6708.577033306954,613.5593048115139,29200,29200,2,35,92680.33664397855,33818.79139032196,0
1398527,37,41,3390,1319,458.7516246260646,64.20128055074977,619.9496924115639,945.9920807204292,47.195457458997275,605.653321545958,7317.399735856052,945.7384219894527,8192,29200,4,36,97198.76821247613,161235.33601476508,0
1323905,48,36,3767,2629,380.97557975043384,210.89448820253088,479.5823148447881,825.3837675401325,356.58973744311174,612.4860070629563,8118.107694391947,674.7417274380882,8192,8192,7,30,14229.899675869285,29105.892342953488,1
1768640,13,34,2125,469,564.7375768738411,240.98986243406745,397.7498774500208,354.4520658747174,35.721309988245935,394.2991910352223,7832.357188779622,782.90414358456,8192,0,7,25,89125.18131481663,96198.72788419048,0
743139,28,22,1312,192,389.4490111760432,188.7795966605438,916.3221124061482,522.2955119755411,248.6858218606872,427.017436348641,6821.831661527781,366.81009475546875,65535,29200,1,14,32870.959938745145,149194.2676160873,0
433315,5,5,327,1091,738.5368803932936,182.2313727343963,134.35657648509905,924.9064856884894,236.88074241950827,835.8960453442336,4396.615323705906,272.25435938446606,8192,29200,0,36,1265.677021186251,97004.14153791925,1
927075,13,3,3661,2541,617.0377432184813,27.082065113236673,424.2623218190657,1292.6739917847385,156.04105825556223,481.4704853819908,9835.98328878154,454.2677432026225,29200,0,1,21,39129.833598306876,72204.41271772776,0
517588,17,17,3379,51,1479.9885412611966,343.083771660749,351.1162889079966,1132.2880237209272,435.3321798011078,987.8955988157511,5690.731955900737,807.1328287116737,65535,8192,6,12,50919.635313805964,94978.26116455019,0
1286160,40,8,996,2929,93.33026169105624,218.67099414290266,503.1692130486369,834.5660399817882,86.046167738118,445.22105770877624,2027.6920936883914,456.2996417905558,8192,0,2,38,10822.042356740536,169734.1397748281,0
1611908,45,48,3196,2410,221.85025081715392,98.20210751931945,463.0555557997233,549.8165674915645,176.87892941522068,653.0851351716606,2928.1285510478438,846.725408789861,8192,8192,7,25,53767.76168742563,198086.33965679153,1
